1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.666666669181723348e-01,1.666666667780020705e-01,1.666666665744830633e-01,1.666666665744830633e-01,1.666666665744830633e-01,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.101899098434496941e-12,1.666666665744830633e-01,1.101899098434496941e-12,1.101899098434496941e-12
9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,1.666666662761739082e-01,1.666666661521106485e-01,1.666666668920382399e-01,1.666666668920382399e-01,1.666666668920382399e-01,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,9.780199803062126656e-13,1.666666662761739082e-01,9.780199803062126656e-13,1.666666661521106485e-01,1.666666668920382399e-01,1.666666668920382399e-01,1.666666668920382399e-01,1.666666668920382399e-01,9.780199803062126656e-13,1.666666668920382399e-01
9.314009211445676886e-13,9.314009211445676886e-13,9.314009211445676886e-13,9.314009211445676886e-13,9.314009211445676886e-13,9.314009211445676886e-13,9.314009211445676886e-13,1.666666670340526679e-01,1.666666660026426550e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666670340526679e-01,1.666666660026426550e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666670340526679e-01,9.314009211445676886e-13,1.666666660026426550e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666667403118307e-01,1.666666667403118307e-01
1.730782928666289945e-12,1.730782928666289945e-12,1.730782928666289945e-12,1.730782928666289945e-12,3.168217204396793974e-11,1.730782928666289945e-12,3.168220040930026736e-11,5.994977022249175196e-11,1.999999999851638788e-01,1.999999999851638788e-01,1.999999999851638788e-01,1.999999999851638788e-01,1.666666664033313594e-01,1.666666670116155879e-01,1.666666666430164090e-01,1.666666666430164090e-01,1.666666666430164090e-01,1.666666664033313594e-01,1.730782928666289945e-12,1.666666670116155879e-01,1.666666666430164090e-01,1.666666666430164090e-01,1.666666666430164090e-01,1.999999999851638788e-01,1.666666666430164090e-01,1.666666666430164090e-01
1.527857937497021398e-12,1.527857937497021398e-12,1.527857937497021398e-12,1.527857937497021398e-12,2.865770913446285833e-11,2.865770730746441881e-11,2.865793503537606366e-11,5.425548300861621566e-11,1.999999999864201516e-01,1.999999999864201516e-01,1.999999999864201516e-01,1.999999999864201516e-01,1.666666670328803557e-01,1.666666662962456857e-01,1.666666666646219319e-01,1.666666666646219319e-01,1.666666666646219319e-01,5.425548292556489109e-11,2.865793399602429607e-11,1.999999999864200961e-01,1.999999999864200961e-01,1.999999999864200961e-01,1.999999999864200961e-01,1.999999999864201516e-01,1.666666666646219319e-01,1.999999999864200961e-01
1.401776744807135863e-12,1.401776744807135863e-12,9.180494926937859414e-12,9.180494926937859414e-12,2.861215400534144903e-11,1.110649960830791586e-11,2.861180221436629050e-11,5.462568269526836078e-11,1.999999999863784905e-01,1.999999999863784905e-01,1.999999999863784905e-01,1.999999999863784905e-01,1.666666670794449967e-01,1.666666665890682575e-01,1.666666665796575353e-01,1.666666665796575353e-01,1.666666665796575353e-01,4.315845290650718249e-11,3.874513640662878529e-11,1.999999999887429325e-01,1.999999999887429325e-01,1.999999999887429325e-01,1.999999999887429325e-01,1.999999999863784905e-01,1.666666665796575353e-01,1.999999999887429325e-01
9.830928498006289077e-13,6.571453709692990820e-12,2.007560696396216793e-11,6.571454609072773093e-12,1.161233558013691201e-11,1.161232944343318411e-11,3.526926599300504503e-11,4.324579364961223257e-11,1.999999999889003621e-01,1.999999999889003621e-01,1.999999999889003621e-01,1.999999999889003621e-01,1.666666665938917880e-01,1.666666660084338558e-01,1.666666668464010237e-01,1.666666668464010237e-01,1.666666668464010237e-01,4.324579892251330439e-11,3.526926070039940011e-11,1.999999999889005009e-01,1.999999999889005009e-01,1.999999999889005009e-01,1.999999999889005009e-01,1.999999999889003621e-01,1.666666668464010237e-01,1.999999999889005009e-01
1.232818011633498476e-12,7.954941989732593558e-12,2.315528323211692720e-11,7.906631554540737585e-12,1.315298146489940337e-11,1.319049714155535469e-11,3.736804049610474093e-11,5.494297366856483674e-11,1.999999999878708246e-01,1.999999999878708246e-01,1.999999999878708246e-01,1.999999999878708246e-01,1.666666665809401759e-01,1.666666666324691237e-01,1.666666666928539597e-01,1.666666666928539597e-01,1.666666666928539597e-01,4.522119021566976258e-11,3.830365772252688858e-11,1.999999999877526136e-01,1.999999999877526136e-01,1.999999999877526136e-01,1.999999999877526136e-01,1.999999999878708246e-01,1.666666666928539597e-01,1.999999999877526136e-01
8.443423825295801251e-13,3.739838417333777573e-12,9.961022740680048876e-12,3.739840135771806468e-12,6.008226227890370987e-12,6.008222465571140495e-12,1.667266207577012307e-11,2.225143468424054701e-11,1.999999999949205187e-01,1.999999999949205187e-01,1.999999999949205187e-01,1.999999999949205187e-01,1.666666665747120468e-01,1.666666667181369854e-01,1.666666666752933401e-01,1.666666666752933401e-01,1.666666666752933401e-01,2.225143684699982697e-11,1.667265996636407340e-11,1.999999999949204632e-01,1.999999999949204632e-01,1.999999999949204632e-01,1.999999999949204632e-01,1.999999999949205187e-01,1.666666666752933401e-01,1.999999999949204632e-01
1.196284110291501212e-11,6.994272492721153995e-11,1.942568085260841059e-10,6.994273550628061309e-11,9.032121533217429341e-11,9.032121849042205657e-11,2.454669967493632646e-10,3.443219621608358495e-10,1.999999999201324541e-01,1.999999999201324541e-01,1.999999999201324541e-01,1.999999999201324541e-01,1.666666668885505576e-01,1.666666670502646996e-01,1.666666664991359181e-01,1.666666664991359181e-01,1.666666664991359181e-01,3.443219445045016860e-10,2.454670122340895677e-10,1.999999999201324818e-01,1.999999999201324818e-01,1.999999999201324818e-01,1.999999999201324818e-01,1.999999999201324541e-01,1.666666664991359181e-01,1.999999999201324818e-01
